"","DATE","AMA","AMF","AMK","AMN","ANM","ANT","ASP","ASS","ASV","BHN","CSN","CYO","DAV","EFC","ERS","EWR","FPL","FPR","FRD","FTC","FTM","FTO","FTP","KGC","KGF","KGP","KLO","KRB","KRI","KRK","KWT","LNV","MBS","MDP","MKM","MKW","MRC","MSS","NCD","NPH","OWL","PLK","PSH","RRH","SBB","SCC","SCU","SDT","SFR","SIS","SJF","SJM","SNS","SQS","SRS","SSP","STB","SVC","SWH","THT","TLG","TLM","TLN","TNL","TRF","WFC","WWR","YBG","YBM","YBS","YCB","YRS","AMA_INC","AMF_INC","AMK_INC","AMN_INC","ANM_INC","ANT_INC","ASP_INC","ASS_INC","ASV_INC","BHN_INC","CSN_INC","CYO_INC","DAV_INC","EFC_INC","ERS_INC","EWR_INC","FPL_INC","FPR_INC","FRD_INC","FTC_INC","FTM_INC","FTO_INC","FTP_INC","KGC_INC","KGF_INC","KGP_INC","KLO_INC","KRB_INC","KRI_INC","KRK_INC","KWT_INC","LNV_INC","MBS_INC","MDP_INC","MKM_INC","MKW_INC","MRC_INC","MSS_INC","NCD_INC","NPH_INC","OWL_INC","PLK_INC","PSH_INC","RRH_INC","SBB_INC","SCC_INC","SCU_INC","SDT_INC","SFR_INC","SIS_INC","SJF_INC","SJM_INC","SNS_INC","SQS_INC","SRS_INC","SSP_INC","STB_INC","SVC_INC","SWH_INC","THT_INC","TLG_INC","TLM_INC","TLN_INC","TNL_INC","TRF_INC","WFC_INC","WWR_INC","YBG_INC","YBM_INC","YBS_INC","YCB_INC","YRS_INC"
"21",1902-06-01,129000,280000,NA,56000,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000,NA,478940,479780,NA,128830,NA,NA,89800,NA,NA,132000,153000,NA,186500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92000,NA,515100,NA,194000,NA,NA,NA,NA,NA,NA,NA,401000,NA,248000,NA,NA,NA,NA,NA,NA,NA,NA,412000,73000,95000,NA,56000,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000,NA,-840,NA,NA,NA,NA,NA,89800,NA,NA,132000,NA,NA,54500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",1902-07-01,32500,69000,NA,13000,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10600,NA,100700,100710,NA,43410,NA,NA,14000,NA,NA,23500,13000,NA,29400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28300,NA,118400,NA,38300,NA,NA,NA,NA,NA,NA,NA,84200,NA,57000,NA,NA,NA,NA,NA,NA,NA,NA,55200,19500,23500,NA,13000,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10600,NA,-10,NA,NA,NA,NA,NA,14000,NA,NA,23500,NA,NA,5900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",1902-08-01,10300,18900,NA,4960,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6700,NA,38490,38490,NA,19180,NA,NA,5100,NA,NA,8700,4000,NA,11700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11800,NA,53800,NA,13100,NA,NA,NA,NA,NA,NA,NA,27000,NA,16100,NA,NA,NA,NA,NA,NA,NA,NA,25200,5340,3640,NA,4960,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6700,NA,0,NA,NA,NA,NA,NA,5100,NA,NA,8700,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",1902-09-01,5200,11200,NA,3650,1110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,NA,18080,18080,NA,11720,NA,NA,3000,NA,NA,3600,2000,NA,5200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,NA,22700,NA,4900,NA,NA,NA,NA,NA,NA,NA,6140,NA,2700,NA,NA,NA,NA,NA,NA,NA,NA,19600,1550,2350,NA,3650,1110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,NA,0,NA,NA,NA,NA,NA,3000,NA,NA,3600,NA,NA,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",1902-10-01,11300,27200,NA,6000,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,NA,16250,16290,NA,12240,NA,NA,3600,NA,NA,2800,2000,NA,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,21300,NA,7100,NA,NA,NA,NA,NA,NA,NA,7840,NA,3300,NA,NA,NA,NA,NA,NA,NA,NA,35200,5300,9900,NA,6000,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,NA,-40,NA,NA,NA,NA,NA,3600,NA,NA,2800,NA,NA,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",1902-11-01,20000,44500,NA,9800,1520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16300,NA,26620,26830,NA,16720,NA,NA,7600,NA,NA,5000,18000,NA,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,NA,35300,NA,18700,NA,NA,NA,NA,NA,NA,NA,41000,NA,12600,NA,NA,NA,NA,NA,NA,NA,NA,83000,10200,14700,NA,9800,1520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16300,NA,-210,NA,NA,NA,NA,NA,7600,NA,NA,5000,NA,NA,9600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12600,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",1902-12-01,42000,85000,NA,20500,1420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27300,NA,29800,30550,NA,16540,NA,NA,9700,NA,NA,5600,22000,NA,18600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3200,NA,38000,NA,30800,NA,NA,NA,NA,NA,NA,NA,50900,NA,16200,NA,NA,NA,NA,NA,NA,NA,NA,131000,21500,22500,NA,20500,1420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27300,NA,-750,NA,NA,NA,NA,NA,9700,NA,NA,5600,NA,NA,13000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16200,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",1903-01-01,85000,223000,NA,54000,2050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33200,NA,53110,57180,NA,21520,NA,NA,18700,NA,NA,12600,57000,NA,68500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5100,NA,65900,NA,85000,NA,NA,NA,NA,NA,NA,NA,123000,NA,22000,NA,NA,NA,NA,NA,NA,NA,NA,214000,31000,84000,NA,54000,2050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33200,NA,-4070,NA,NA,NA,NA,NA,18700,NA,NA,12600,NA,NA,55900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",1903-02-01,76000,186000,NA,54000,3170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22300,NA,49060,51650,NA,25210,NA,NA,17200,NA,NA,7500,45000,NA,61200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,61700,NA,64700,NA,NA,NA,NA,NA,NA,NA,93700,NA,18100,NA,NA,NA,NA,NA,NA,NA,NA,141000,22000,56000,NA,54000,3170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22300,NA,-2590,NA,NA,NA,NA,NA,17200,NA,NA,7500,NA,NA,53700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",1903-03-01,285000,555000,NA,149000,16900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,NA,82360,86510,NA,35600,NA,NA,28300,NA,NA,24300,91000,NA,119500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5600,NA,86300,NA,140000,NA,NA,NA,NA,NA,NA,NA,195000,NA,45000,NA,NA,NA,NA,NA,NA,NA,NA,578000,136000,121000,NA,149000,16900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,NA,-4150,NA,NA,NA,NA,NA,28300,NA,NA,24300,NA,NA,95200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",1903-04-01,290000,543000,NA,136000,25590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69100,NA,191080,195590,NA,74320,NA,NA,57200,NA,NA,78100,168000,NA,170700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14000,NA,227500,NA,286000,NA,NA,NA,NA,NA,NA,NA,341000,NA,123000,NA,NA,NA,NA,NA,NA,NA,NA,546000,154000,117000,NA,136000,25590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69100,NA,-4510,NA,NA,NA,NA,NA,57200,NA,NA,78100,NA,NA,92600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",1903-05-01,281000,547000,NA,125000,7070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41500,NA,583980,586960,NA,132080,NA,NA,123410,NA,NA,153000,233000,NA,264800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81000,NA,549600,NA,224700,NA,NA,NA,NA,NA,NA,NA,479000,NA,250000,NA,NA,NA,NA,NA,NA,NA,NA,411000,156000,141000,NA,125000,7070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41500,NA,-2980,NA,NA,NA,NA,NA,123410,NA,NA,153000,NA,NA,111800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",1903-06-01,104000,218000,NA,44000,3370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19800,NA,467840,468650,NA,139240,NA,NA,104070,NA,NA,126000,157000,NA,174500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,NA,465000,NA,217400,NA,NA,NA,NA,NA,NA,NA,439000,NA,273000,NA,NA,NA,NA,NA,NA,NA,NA,182900,60000,70000,NA,44000,3370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19800,NA,-810,NA,NA,NA,NA,NA,104070,NA,NA,126000,NA,NA,48500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",1903-07-01,26700,55000,NA,11100,1240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11000,NA,119730,119770,NA,53370,NA,NA,28410,NA,NA,34000,19000,NA,42600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33300,NA,123000,NA,40900,NA,NA,NA,NA,NA,NA,NA,83400,NA,58000,NA,NA,NA,NA,NA,NA,NA,NA,56500,15600,17200,NA,11100,1240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11000,NA,-40,NA,NA,NA,NA,NA,28410,NA,NA,34000,NA,NA,8600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",1903-08-01,11700,21300,NA,5120,1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8500,NA,34430,34430,NA,18630,NA,NA,3070,NA,NA,17000,5000,NA,22600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10600,NA,35500,NA,8000,NA,NA,NA,NA,NA,NA,NA,16500,NA,11000,NA,NA,NA,NA,NA,NA,NA,NA,30900,6580,4480,NA,5120,1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8500,NA,0,NA,NA,NA,NA,NA,3070,NA,NA,17000,NA,NA,5600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",1903-09-01,5000,10400,NA,3550,1480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6700,NA,13320,13320,NA,11370,NA,NA,2560,NA,NA,12700,8000,NA,16600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3200,NA,17900,NA,400,NA,NA,NA,NA,NA,NA,NA,7010,NA,3100,NA,NA,NA,NA,NA,NA,NA,NA,28300,1450,1850,NA,3550,1480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6700,NA,0,NA,NA,NA,NA,NA,2560,NA,NA,12700,NA,NA,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",1903-10-01,4700,15400,NA,3500,1540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,NA,11960,11990,NA,10700,NA,NA,2720,NA,NA,10600,9000,NA,16900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,NA,18500,NA,1700,NA,NA,NA,NA,NA,NA,NA,5400,NA,2100,NA,NA,NA,NA,NA,NA,NA,NA,37300,1200,7200,NA,3500,1540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,NA,-30,NA,NA,NA,NA,NA,2720,NA,NA,10600,NA,NA,6300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",1903-11-01,75000,182000,NA,47500,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71500,NA,13500,13500,NA,12080,NA,NA,4080,NA,NA,7700,52000,NA,22600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,NA,20000,NA,39900,NA,NA,NA,NA,NA,NA,NA,59300,NA,20500,NA,NA,NA,NA,NA,NA,NA,NA,301700,27500,59500,NA,47500,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71500,NA,0,NA,NA,NA,NA,NA,4080,NA,NA,7700,NA,NA,14900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",1903-12-01,23000,63500,NA,11200,1670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19500,NA,12480,12480,NA,12360,NA,NA,3380,NA,NA,6800,12000,NA,22600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,NA,20100,NA,17600,NA,NA,NA,NA,NA,NA,NA,26600,NA,8300,NA,NA,NA,NA,NA,NA,NA,NA,128900,11800,29300,NA,11200,1670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19500,NA,0,NA,NA,NA,NA,NA,3380,NA,NA,6800,NA,NA,15800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",1904-01-01,21100,71000,NA,12300,1620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16300,NA,11250,11250,NA,11990,NA,NA,3650,NA,NA,3260,11000,NA,11400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,NA,21400,NA,13000,NA,NA,NA,NA,NA,NA,NA,26000,NA,5800,NA,NA,NA,NA,NA,NA,NA,NA,124800,8800,37600,NA,12300,1620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16300,NA,0,NA,NA,NA,NA,NA,3650,NA,NA,3260,NA,NA,8140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5800,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",1904-02-01,241000,672000,NA,145000,2340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,NA,35360,35540,NA,19900,NA,NA,13200,NA,NA,8400,148000,NA,71100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200,NA,40900,NA,274000,NA,NA,NA,NA,NA,NA,NA,217000,NA,39500,NA,NA,NA,NA,NA,NA,NA,NA,855000,96000,286000,NA,145000,2340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,NA,-180,NA,NA,NA,NA,NA,13200,NA,NA,8400,NA,NA,62700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",1904-03-01,638000,1330000,NA,3e+05,6080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122000,NA,122740,133180,NA,41010,NA,NA,46700,NA,NA,27400,263000,NA,138800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8600,NA,153000,NA,385200,NA,NA,NA,NA,NA,NA,NA,334000,NA,79000,NA,NA,NA,NA,NA,NA,NA,NA,954600,338000,392000,NA,3e+05,6080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122000,NA,-10440,NA,NA,NA,NA,NA,46700,NA,NA,27400,NA,NA,111400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",1904-04-01,430000,938000,NA,205000,4200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84500,NA,205980,211180,NA,59800,NA,NA,62500,NA,NA,73000,231000,NA,160700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,231100,NA,324000,NA,NA,NA,NA,NA,NA,NA,350000,NA,132000,NA,NA,NA,NA,NA,NA,NA,NA,653700,225000,303000,NA,205000,4200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84500,NA,-5200,NA,NA,NA,NA,NA,62500,NA,NA,73000,NA,NA,87700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",1904-05-01,410000,971000,NA,185000,2180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70600,NA,634620,637990,NA,113120,NA,NA,141000,NA,NA,194000,341000,NA,355700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86500,NA,726000,NA,596400,NA,NA,NA,NA,NA,NA,NA,656000,NA,380000,NA,NA,NA,NA,NA,NA,NA,NA,670000,225000,376000,NA,185000,2180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70600,NA,-3370,NA,NA,NA,NA,NA,141000,NA,NA,194000,NA,NA,161700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",1904-06-01,312000,751000,NA,128000,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34400,NA,449280,450030,NA,103890,NA,NA,70200,NA,NA,138000,216000,NA,195300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000,NA,515100,NA,274800,NA,NA,NA,NA,NA,NA,NA,517000,NA,330000,NA,NA,NA,NA,NA,NA,NA,NA,305900,184000,311000,NA,128000,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34400,NA,-750,NA,NA,NA,NA,NA,70200,NA,NA,138000,NA,NA,57300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",1904-07-01,94000,262500,NA,30100,1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14800,NA,120290,120330,NA,39720,NA,NA,14100,NA,NA,44500,45000,NA,55700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33500,NA,170300,NA,82200,NA,NA,NA,NA,NA,NA,NA,164000,NA,120000,NA,NA,NA,NA,NA,NA,NA,NA,78800,63900,138400,NA,30100,1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14800,NA,-40,NA,NA,NA,NA,NA,14100,NA,NA,44500,NA,NA,11200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",1904-08-01,25000,62000,NA,6000,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9400,NA,63990,64000,NA,28720,NA,NA,6760,NA,NA,17500,4000,NA,23300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,88200,NA,23200,NA,NA,NA,NA,NA,NA,NA,46500,NA,34500,NA,NA,NA,NA,NA,NA,NA,NA,35500,19000,31000,NA,6000,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9400,NA,-10,NA,NA,NA,NA,NA,6760,NA,NA,17500,NA,NA,5800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",1904-09-01,23600,71300,NA,10400,1260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10200,NA,41770,41770,NA,15890,NA,NA,7140,NA,NA,14900,6000,NA,19300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9800,NA,57400,NA,14900,NA,NA,NA,NA,NA,NA,NA,37600,NA,22500,NA,NA,NA,NA,NA,NA,NA,NA,43300,13200,37300,NA,10400,1260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10200,NA,0,NA,NA,NA,NA,NA,7140,NA,NA,14900,NA,NA,4400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",1904-10-01,5700,140500,NA,3900,1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20500,NA,116520,116880,NA,26930,NA,NA,33500,NA,NA,63000,45000,NA,92900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,NA,142400,NA,73500,NA,NA,NA,NA,NA,NA,NA,197000,NA,115000,NA,NA,NA,NA,NA,NA,NA,NA,119500,1800,130900,NA,3900,1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20500,NA,-360,NA,NA,NA,NA,NA,33500,NA,NA,63000,NA,NA,29900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115000,NA,NA,NA,NA,NA,NA,NA,NA,NA
